account,symbol,execution_price,size,side,time,start_position,event,closedPnL,leverage
0x0000000000000000000000000000000000000022,ETH,2466.8108,0.5564,SELL,2024-08-20 08:23:00,-2.9572,CLOSE,20.48,6
0x000000000000000000000000000000000000000b,BTC,45419.2219,0.9552,SELL,2024-08-20 22:09:00,2.0997,LIQUIDATION,-54.03,3
0x0000000000000000000000000000000000000002,ARB,1.2324,0.3267,SELL,2024-08-20 21:33:00,1.3979,OPEN,0.0,4
0x000000000000000000000000000000000000001d,ETH,2421.7402,2.9568,BUY,2024-08-20 08:17:00,-3.3171,LIQUIDATION,-377.0,4
0x000000000000000000000000000000000000001f,BTC,44587.3669,8.1213,SELL,2024-08-20 19:57:00,-1.2939,CLOSE,201.55,5
0x0000000000000000000000000000000000000027,ARB,1.2625,0.3495,SELL,2024-08-20 12:28:00,0.2279,OPEN,0.0,4
0x0000000000000000000000000000000000000015,ETH,2434.0581,1.4313,BUY,2024-08-20 19:01:00,1.3183,LIQUIDATION,-183.01,7
0x000000000000000000000000000000000000000e,DOGE,0.0789,0.3066,BUY,2024-08-20 11:04:00,-0.0633,LIQUIDATION,-46.77,6
0x0000000000000000000000000000000000000013,ETH,2386.4414,2.0581,BUY,2024-08-20 09:26:00,1.0331,OPEN,0.0,6
0x0000000000000000000000000000000000000013,DOGE,0.0782,1.7252,SELL,2024-08-20 19:51:00,-0.525,OPEN,0.0,7
0x000000000000000000000000000000000000000e,BTC,45318.2316,49.2222,BUY,2024-08-20 07:03:00,-0.5848,OPEN,0.0,6
0x0000000000000000000000000000000000000020,BTC,46371.3912,0.5369,SELL,2024-08-20 10:43:00,-0.5833,CLOSE,3.64,5
0x0000000000000000000000000000000000000020,ETH,2416.6495,8.1787,SELL,2024-08-20 23:53:00,-1.4581,OPEN,0.0,7
0x0000000000000000000000000000000000000007,SOL,100.4208,0.4031,BUY,2024-08-20 07:58:00,-3.8056,OPEN,0.0,5
0x0000000000000000000000000000000000000005,DOGE,0.0806,0.66,BUY,2024-08-20 11:14:00,-0.409,CLOSE,-20.12,3
0x0000000000000000000000000000000000000001,ETH,2435.93,2.4084,SELL,2024-08-20 02:23:00,-3.3197,OPEN,0.0,4
0x000000000000000000000000000000000000000c,BTC,45020.7433,0.7702,SELL,2024-08-20 20:55:00,0.4081,CLOSE,25.49,4
0x0000000000000000000000000000000000000011,DOGE,0.0776,0.11,BUY,2024-08-20 03:27:00,-3.012,LIQUIDATION,-18.88,3
0x0000000000000000000000000000000000000013,SOL,99.2431,12.0564,BUY,2024-08-20 09:57:00,0.8746,LIQUIDATION,-1224.11,7
0x000000000000000000000000000000000000000c,DOGE,0.0806,0.461,SELL,2024-08-20 03:42:00,-0.7666,CLOSE,10.32,3
0x000000000000000000000000000000000000001b,ARB,1.1434,1.4672,SELL,2024-08-21 15:48:00,1.0619,LIQUIDATION,-149.98,5
0x0000000000000000000000000000000000000008,BTC,45450.909,0.6919,BUY,2024-08-21 18:22:00,1.764,CLOSE,13.12,5
0x0000000000000000000000000000000000000009,SOL,96.6566,2.1261,SELL,2024-08-21 23:27:00,-1.2563,CLOSE,28.19,3
0x000000000000000000000000000000000000001d,BTC,46132.4427,1.5474,SELL,2024-08-21 03:37:00,-3.2212,CLOSE,-62.9,4
0x0000000000000000000000000000000000000016,ARB,1.1686,2.5558,SELL,2024-08-21 06:13:00,-1.7742,OPEN,0.0,4
0x000000000000000000000000000000000000000e,BTC,44187.3079,0.2906,SELL,2024-08-21 15:17:00,-1.0467,LIQUIDATION,-56.45,2
0x0000000000000000000000000000000000000004,ARB,1.1997,0.4256,SELL,2024-08-21 03:32:00,-0.8558,OPEN,0.0,7
0x0000000000000000000000000000000000000011,ETH,2381.621,7.349,SELL,2024-08-21 15:45:00,1.8348,CLOSE,-577.76,5
0x0000000000000000000000000000000000000006,BTC,44258.1729,0.0968,BUY,2024-08-21 22:49:00,-2.0757,OPEN,0.0,4
0x0000000000000000000000000000000000000006,ETH,2476.0835,3.6211,BUY,2024-08-21 09:52:00,-0.1859,LIQUIDATION,-449.4,3
0x0000000000000000000000000000000000000016,BTC,45217.0991,1.3786,BUY,2024-08-21 17:05:00,0.4201,CLOSE,-31.93,8
0x000000000000000000000000000000000000000b,BTC,45734.37,1.3424,BUY,2024-08-21 00:56:00,2.7868,CLOSE,-41.11,5
0x0000000000000000000000000000000000000004,BTC,45962.7273,3.4128,SELL,2024-08-21 19:47:00,0.7365,CLOSE,-179.94,5
0x000000000000000000000000000000000000000c,ETH,2402.3002,0.4353,BUY,2024-08-21 20:22:00,-0.5723,OPEN,0.0,8
0x000000000000000000000000000000000000000c,SOL,99.6464,1.5474,SELL,2024-08-21 20:21:00,-1.7762,OPEN,0.0,7
0x0000000000000000000000000000000000000011,SOL,96.5208,5.0131,SELL,2024-08-21 09:13:00,-0.1849,CLOSE,919.31,2
0x0000000000000000000000000000000000000022,SOL,99.4906,24.161,SELL,2024-08-21 04:03:00,1.0512,OPEN,0.0,4
0x0000000000000000000000000000000000000018,DOGE,0.0779,2.0441,SELL,2024-08-22 11:30:00,1.1212,OPEN,0.0,6
0x0000000000000000000000000000000000000025,BTC,46416.1276,1.2838,SELL,2024-08-22 03:14:00,2.3566,OPEN,0.0,3
0x0000000000000000000000000000000000000012,BTC,45712.3097,0.2642,BUY,2024-08-22 21:23:00,0.0168,OPEN,0.0,5
0x0000000000000000000000000000000000000001,SOL,102.3823,0.2847,BUY,2024-08-22 02:52:00,-1.5144,CLOSE,21.62,5
0x000000000000000000000000000000000000000d,DOGE,0.079,8.1471,SELL,2024-08-22 23:23:00,0.7343,CLOSE,1179.49,10
0x000000000000000000000000000000000000000d,DOGE,0.08,0.3871,BUY,2024-08-22 04:44:00,-1.1073,OPEN,0.0,4
0x000000000000000000000000000000000000000b,BTC,44733.9254,3.1318,SELL,2024-08-22 00:51:00,-5.0574,OPEN,0.0,6
0x000000000000000000000000000000000000001e,DOGE,0.0793,1.4614,SELL,2024-08-22 13:07:00,-0.5946,OPEN,0.0,3
0x0000000000000000000000000000000000000019,DOGE,0.0781,0.4051,BUY,2024-08-22 23:48:00,0.2431,CLOSE,0.55,4
0x0000000000000000000000000000000000000013,ARB,1.236,0.3167,BUY,2024-08-22 08:32:00,0.1969,CLOSE,-16.86,1
0x0000000000000000000000000000000000000025,BTC,43628.5006,0.233,BUY,2024-08-22 04:19:00,-0.2971,OPEN,0.0,4
0x000000000000000000000000000000000000001d,ARB,1.2242,5.7946,SELL,2024-08-22 20:39:00,-0.2536,LIQUIDATION,-643.34,7
0x0000000000000000000000000000000000000015,ARB,1.1347,0.1672,SELL,2024-08-22 06:44:00,1.7401,OPEN,0.0,3
0x0000000000000000000000000000000000000022,SOL,96.569,0.7912,SELL,2024-08-22 04:47:00,-0.7958,OPEN,0.0,6
0x0000000000000000000000000000000000000022,DOGE,0.0794,19.8557,BUY,2024-08-22 14:19:00,1.0534,CLOSE,3598.69,5
0x0000000000000000000000000000000000000016,ETH,2424.9185,1.4782,SELL,2024-08-22 09:49:00,2.5163,OPEN,0.0,7
0x0000000000000000000000000000000000000025,DOGE,0.0792,0.4302,BUY,2024-08-22 23:08:00,3.5549,CLOSE,16.32,5
0x000000000000000000000000000000000000001d,ETH,2381.5464,1.3826,SELL,2024-08-22 03:00:00,-1.5509,OPEN,0.0,6
0x000000000000000000000000000000000000000e,SOL,97.3229,7.8585,SELL,2024-08-22 15:40:00,-0.8153,CLOSE,414.14,5
0x0000000000000000000000000000000000000005,SOL,96.7316,2.6944,BUY,2024-08-23 14:37:00,-4.0334,OPEN,0.0,5
0x000000000000000000000000000000000000001c,BTC,46023.7382,1.1635,BUY,2024-08-23 01:16:00,-0.2074,CLOSE,169.27,5
0x0000000000000000000000000000000000000021,DOGE,0.0804,0.7699,SELL,2024-08-23 04:50:00,-0.1343,CLOSE,-10.96,6
0x0000000000000000000000000000000000000001,ETH,2359.769,4.4127,SELL,2024-08-23 02:43:00,-0.3934,CLOSE,74.09,8
0x000000000000000000000000000000000000000f,ARB,1.2015,8.6498,SELL,2024-08-23 07:04:00,1.8511,CLOSE,-510.69,5
0x0000000000000000000000000000000000000018,BTC,44247.3949,1.5504,BUY,2024-08-23 08:42:00,-1.487,CLOSE,-110.02,6
0x0000000000000000000000000000000000000024,DOGE,0.0786,9.8229,BUY,2024-08-23 08:03:00,-3.5251,CLOSE,-1120.18,7
0x000000000000000000000000000000000000000c,SOL,98.1911,0.1172,SELL,2024-08-23 08:45:00,-0.1097,CLOSE,-4.95,2
0x0000000000000000000000000000000000000006,SOL,100.0332,4.3171,SELL,2024-08-23 11:07:00,5.643,CLOSE,-449.11,4
0x000000000000000000000000000000000000000d,ARB,1.1653,31.667,SELL,2024-08-23 19:22:00,-3.7339,OPEN,0.0,8
0x0000000000000000000000000000000000000015,DOGE,0.0835,2.3096,SELL,2024-08-23 09:40:00,-1.6145,OPEN,0.0,3
0x0000000000000000000000000000000000000011,DOGE,0.0803,1.8815,BUY,2024-08-23 14:33:00,1.6895,CLOSE,212.78,6
0x0000000000000000000000000000000000000020,BTC,44060.2843,3.2617,BUY,2024-08-23 22:04:00,0.6274,CLOSE,241.15,9
0x0000000000000000000000000000000000000002,SOL,100.7616,0.7114,SELL,2024-08-23 21:12:00,1.7276,CLOSE,3.66,5
0x000000000000000000000000000000000000001b,SOL,99.1517,1.9187,BUY,2024-08-24 04:37:00,3.3732,OPEN,0.0,3
0x0000000000000000000000000000000000000020,BTC,45798.515,2.3608,SELL,2024-08-24 16:33:00,-3.2207,CLOSE,102.84,2
0x0000000000000000000000000000000000000013,DOGE,0.0791,2.249,SELL,2024-08-24 05:24:00,2.127,CLOSE,67.7,3
0x0000000000000000000000000000000000000014,BTC,45518.4694,2.164,BUY,2024-08-24 06:45:00,0.7817,CLOSE,263.11,6
0x000000000000000000000000000000000000001e,SOL,99.7852,3.8082,BUY,2024-08-24 19:11:00,2.1357,OPEN,0.0,7
0x000000000000000000000000000000000000001e,ETH,2343.2725,0.2629,BUY,2024-08-24 14:22:00,-0.8076,CLOSE,-0.07,2
0x0000000000000000000000000000000000000015,DOGE,0.0786,7.4982,BUY,2024-08-24 01:51:00,3.1651,OPEN,0.0,5
0x0000000000000000000000000000000000000014,DOGE,0.0807,0.7403,BUY,2024-08-24 11:35:00,1.164,OPEN,0.0,3
0x0000000000000000000000000000000000000025,SOL,102.4048,0.4324,BUY,2024-08-24 13:24:00,2.3383,CLOSE,-4.74,7
0x0000000000000000000000000000000000000027,ETH,2376.563,7.0137,SELL,2024-08-24 16:04:00,0.9478,CLOSE,-161.36,7
0x0000000000000000000000000000000000000012,ETH,2428.2539,3.6449,SELL,2024-08-24 17:45:00,4.1618,OPEN,0.0,5
0x0000000000000000000000000000000000000008,ETH,2386.4847,0.9582,SELL,2024-08-24 09:29:00,-0.3783,CLOSE,67.61,3
0x000000000000000000000000000000000000001c,DOGE,0.0814,0.9221,BUY,2024-08-24 15:00:00,-1.484,CLOSE,178.24,4
0x0000000000000000000000000000000000000019,ARB,1.1853,0.2877,BUY,2024-08-24 07:01:00,0.8587,CLOSE,9.56,3
0x0000000000000000000000000000000000000001,DOGE,0.0811,0.4973,BUY,2024-08-24 00:27:00,-1.7867,CLOSE,-25.16,3
0x0000000000000000000000000000000000000016,ARB,1.1785,6.7965,BUY,2024-08-24 21:17:00,-5.3328,OPEN,0.0,5
0x0000000000000000000000000000000000000010,DOGE,0.078,1.0453,BUY,2024-08-24 13:51:00,1.6837,CLOSE,15.04,6
0x0000000000000000000000000000000000000010,ARB,1.2561,1.555,BUY,2024-08-24 03:26:00,0.5098,CLOSE,47.99,4
0x0000000000000000000000000000000000000021,BTC,42933.0008,2.2025,SELL,2024-08-24 19:13:00,2.5409,CLOSE,-206.37,4
0x0000000000000000000000000000000000000025,ETH,2341.0393,7.9335,SELL,2024-08-25 23:14:00,2.179,CLOSE,312.06,3
0x0000000000000000000000000000000000000016,SOL,99.5899,6.8675,BUY,2024-08-25 09:35:00,-2.8717,CLOSE,-175.63,7
0x0000000000000000000000000000000000000006,BTC,45389.0645,2.2092,SELL,2024-08-25 09:02:00,-0.9901,CLOSE,202.45,4
0x0000000000000000000000000000000000000009,ETH,2392.7405,4.0155,SELL,2024-08-25 13:21:00,1.2939,CLOSE,185.07,2
0x0000000000000000000000000000000000000018,DOGE,0.0798,0.6789,BUY,2024-08-25 03:02:00,-3.8381,OPEN,0.0,4
0x0000000000000000000000000000000000000007,DOGE,0.0785,0.5047,BUY,2024-08-25 09:24:00,-1.9318,CLOSE,-31.24,4
0x0000000000000000000000000000000000000023,BTC,45340.6997,1.3588,SELL,2024-08-25 05:19:00,1.6681,CLOSE,0.7,4
0x0000000000000000000000000000000000000013,BTC,44099.1374,1.7781,SELL,2024-08-25 16:17:00,2.6983,CLOSE,124.89,5
0x0000000000000000000000000000000000000022,DOGE,0.0757,2.8197,SELL,2024-08-25 16:13:00,-2.5214,CLOSE,-15.98,5
0x0000000000000000000000000000000000000023,BTC,43823.0162,5.0522,SELL,2024-08-25 12:25:00,2.6124,LIQUIDATION,-812.95,7
0x0000000000000000000000000000000000000027,DOGE,0.0805,2.0085,BUY,2024-08-25 23:46:00,-1.2964,OPEN,0.0,5
0x0000000000000000000000000000000000000026,ETH,2307.2611,9.7027,SELL,2024-08-25 03:34:00,-1.3717,OPEN,0.0,6
0x0000000000000000000000000000000000000013,ETH,2325.1067,2.5763,BUY,2024-08-25 22:05:00,-0.0222,CLOSE,-49.2,4
0x000000000000000000000000000000000000001d,BTC,45626.87,1.2026,BUY,2024-08-25 06:13:00,0.3104,CLOSE,86.2,4
0x0000000000000000000000000000000000000003,BTC,44859.2406,3.214,BUY,2024-08-25 08:48:00,0.2307,LIQUIDATION,-284.45,6
0x0000000000000000000000000000000000000020,SOL,99.8711,1.0973,SELL,2024-08-26 02:05:00,-3.283,OPEN,0.0,5
0x0000000000000000000000000000000000000027,SOL,99.3003,1.5089,BUY,2024-08-26 19:43:00,-1.0922,OPEN,0.0,4
0x0000000000000000000000000000000000000012,SOL,98.7393,8.0045,SELL,2024-08-26 05:45:00,-2.903,CLOSE,-20.73,6
0x0000000000000000000000000000000000000006,ARB,1.1684,8.3974,BUY,2024-08-26 04:40:00,0.0235,CLOSE,929.01,5
0x0000000000000000000000000000000000000006,SOL,99.3934,0.5893,SELL,2024-08-26 01:23:00,1.1388,CLOSE,99.3,4
0x000000000000000000000000000000000000001b,ARB,1.1994,0.9112,SELL,2024-08-26 17:11:00,2.1785,OPEN,0.0,4
0x000000000000000000000000000000000000000a,BTC,45462.8346,5.1288,SELL,2024-08-26 15:53:00,-2.3517,OPEN,0.0,7
0x000000000000000000000000000000000000001a,BTC,44648.3352,6.3853,SELL,2024-08-26 20:25:00,-0.2329,OPEN,0.0,3
0x000000000000000000000000000000000000001e,ETH,2365.1147,2.5121,BUY,2024-08-26 01:47:00,0.1628,OPEN,0.0,4
0x0000000000000000000000000000000000000002,BTC,45345.0203,3.9159,SELL,2024-08-26 03:24:00,2.036,OPEN,0.0,5
0x0000000000000000000000000000000000000028,DOGE,0.0798,3.956,BUY,2024-08-26 10:40:00,-2.8238,OPEN,0.0,7
0x0000000000000000000000000000000000000013,SOL,99.4339,3.913,SELL,2024-08-27 20:54:00,-0.1016,CLOSE,-4.57,3
0x000000000000000000000000000000000000000a,ETH,2421.2613,7.3441,BUY,2024-08-27 20:58:00,1.8096,CLOSE,163.15,9
0x0000000000000000000000000000000000000019,BTC,44746.2596,1.0832,BUY,2024-08-27 03:28:00,-2.945,CLOSE,-96.34,6
0x000000000000000000000000000000000000001f,ARB,1.1628,1.0459,BUY,2024-08-27 19:47:00,0.505,CLOSE,147.85,7
0x000000000000000000000000000000000000000a,ETH,2451.9396,0.8804,SELL,2024-08-27 22:29:00,0.2145,LIQUIDATION,-88.3,5
0x000000000000000000000000000000000000001d,BTC,46080.3084,1.3009,BUY,2024-08-27 00:46:00,-0.4846,CLOSE,118.97,6
0x0000000000000000000000000000000000000010,ETH,2405.5925,3.432,BUY,2024-08-27 14:32:00,1.4896,CLOSE,-519.49,5
0x0000000000000000000000000000000000000010,ETH,2367.3892,15.4687,BUY,2024-08-27 20:15:00,-0.9419,CLOSE,1596.28,1
0x000000000000000000000000000000000000001d,ETH,2369.8021,6.6766,SELL,2024-08-27 05:23:00,0.1035,CLOSE,481.15,9
0x0000000000000000000000000000000000000016,ETH,2422.5315,0.8826,BUY,2024-08-27 07:13:00,-4.071,OPEN,0.0,5
0x0000000000000000000000000000000000000002,ETH,2342.6915,3.6185,SELL,2024-08-27 10:43:00,0.7639,OPEN,0.0,6
0x0000000000000000000000000000000000000028,ETH,2395.3688,0.3287,BUY,2024-08-27 12:13:00,2.8825,OPEN,0.0,4
0x000000000000000000000000000000000000001a,SOL,100.5327,0.2929,BUY,2024-08-27 08:47:00,1.0356,CLOSE,6.99,2
0x000000000000000000000000000000000000001a,ARB,1.1976,0.3673,BUY,2024-08-27 00:04:00,-1.2765,OPEN,0.0,6
0x0000000000000000000000000000000000000013,ETH,2375.6688,5.6247,BUY,2024-08-27 20:53:00,-2.6738,CLOSE,185.55,4
0x0000000000000000000000000000000000000014,SOL,99.9766,2.3519,SELL,2024-08-27 11:50:00,0.8063,CLOSE,-134.96,4
0x0000000000000000000000000000000000000003,ARB,1.2252,1.6114,BUY,2024-08-27 01:43:00,-1.6738,CLOSE,-58.53,2
0x0000000000000000000000000000000000000013,BTC,45764.3301,5.2157,SELL,2024-08-27 08:34:00,-1.7558,OPEN,0.0,4
0x0000000000000000000000000000000000000003,DOGE,0.0806,2.5156,SELL,2024-08-28 21:55:00,2.0103,CLOSE,246.95,5
0x000000000000000000000000000000000000000e,DOGE,0.0819,1.399,BUY,2024-08-28 02:59:00,-2.8545,CLOSE,-11.05,8
0x0000000000000000000000000000000000000017,BTC,44814.9257,0.0211,SELL,2024-08-28 19:33:00,1.4661,OPEN,0.0,4
0x0000000000000000000000000000000000000026,SOL,97.0078,0.2574,BUY,2024-08-28 18:49:00,0.1542,CLOSE,16.5,7
0x0000000000000000000000000000000000000022,SOL,101.1057,0.9892,BUY,2024-08-28 03:13:00,1.313,CLOSE,123.71,7
0x0000000000000000000000000000000000000007,BTC,44948.77,0.6191,SELL,2024-08-28 10:36:00,0.5865,OPEN,0.0,6
0x0000000000000000000000000000000000000006,DOGE,0.0792,0.9765,BUY,2024-08-28 03:34:00,0.0491,CLOSE,160.76,4
0x0000000000000000000000000000000000000010,DOGE,0.0816,0.1326,BUY,2024-08-28 16:55:00,1.1743,OPEN,0.0,4
0x0000000000000000000000000000000000000018,SOL,99.8519,2.975,BUY,2024-08-28 17:29:00,-1.8095,CLOSE,269.82,3
0x000000000000000000000000000000000000001c,DOGE,0.0814,3.1005,BUY,2024-08-28 17:19:00,0.9538,OPEN,0.0,4
0x0000000000000000000000000000000000000028,ETH,2447.3039,20.4134,BUY,2024-08-28 06:27:00,2.5276,CLOSE,595.19,3
0x0000000000000000000000000000000000000007,DOGE,0.0843,2.2335,BUY,2024-08-28 16:01:00,-1.9537,CLOSE,-14.49,7
0x000000000000000000000000000000000000001b,ARB,1.2059,0.1129,SELL,2024-08-28 22:23:00,-3.153,CLOSE,-17.82,5
0x000000000000000000000000000000000000000a,ETH,2362.3252,0.9365,BUY,2024-08-28 03:11:00,2.2044,CLOSE,-62.8,3
0x0000000000000000000000000000000000000003,SOL,101.1102,0.5433,BUY,2024-08-28 11:02:00,1.6275,CLOSE,103.01,4
0x000000000000000000000000000000000000000f,ARB,1.2003,1.3181,SELL,2024-08-28 18:31:00,-1.8579,CLOSE,158.1,7
0x0000000000000000000000000000000000000015,ARB,1.192,2.7688,SELL,2024-08-28 15:35:00,-2.0446,CLOSE,-270.03,7
0x0000000000000000000000000000000000000027,SOL,94.9216,0.0997,SELL,2024-08-28 11:50:00,0.2178,OPEN,0.0,7
0x0000000000000000000000000000000000000028,DOGE,0.0775,8.1237,BUY,2024-08-28 00:05:00,-1.2064,OPEN,0.0,4
0x0000000000000000000000000000000000000022,SOL,100.9327,5.0478,BUY,2024-08-28 16:08:00,-1.9502,OPEN,0.0,2
0x000000000000000000000000000000000000001e,BTC,44524.2778,1.6863,SELL,2024-08-29 00:01:00,0.0879,CLOSE,113.73,7
0x0000000000000000000000000000000000000004,BTC,44198.0714,7.7708,BUY,2024-08-29 22:33:00,-4.5941,OPEN,0.0,3
0x0000000000000000000000000000000000000017,BTC,45292.1657,1.7004,BUY,2024-08-29 12:05:00,0.0534,OPEN,0.0,2
0x000000000000000000000000000000000000001d,ETH,2487.4432,8.5309,BUY,2024-08-29 08:18:00,-2.6086,LIQUIDATION,-1522.85,7
0x000000000000000000000000000000000000000e,ARB,1.2471,0.6388,SELL,2024-08-29 15:44:00,-0.6696,OPEN,0.0,1
0x0000000000000000000000000000000000000028,SOL,97.6911,0.9085,BUY,2024-08-29 04:19:00,-0.8131,CLOSE,-13.77,3
0x0000000000000000000000000000000000000004,ETH,2416.9142,1.9787,SELL,2024-08-29 01:50:00,0.4351,OPEN,0.0,5
0x000000000000000000000000000000000000000b,BTC,45341.5052,1.7681,BUY,2024-08-29 02:38:00,-2.5662,OPEN,0.0,4
0x0000000000000000000000000000000000000006,BTC,45696.666,6.0275,SELL,2024-08-29 02:08:00,-1.3066,OPEN,0.0,4
0x0000000000000000000000000000000000000022,SOL,101.5007,5.0666,SELL,2024-08-29 09:20:00,-1.3827,OPEN,0.0,4
0x0000000000000000000000000000000000000026,BTC,44390.5137,1.2364,SELL,2024-08-29 23:46:00,-2.3609,OPEN,0.0,5
0x000000000000000000000000000000000000000e,DOGE,0.0796,1.5226,SELL,2024-08-29 06:52:00,-0.2437,CLOSE,17.57,6
0x0000000000000000000000000000000000000017,ARB,1.2045,12.2071,BUY,2024-08-29 16:07:00,5.0944,OPEN,0.0,4
0x0000000000000000000000000000000000000021,ARB,1.1647,0.803,BUY,2024-08-29 01:52:00,-0.3844,CLOSE,-16.22,8
0x0000000000000000000000000000000000000003,ETH,2406.6082,13.328,SELL,2024-08-29 18:14:00,0.3284,OPEN,0.0,3
0x000000000000000000000000000000000000000a,BTC,45078.7624,1.6619,SELL,2024-08-29 11:16:00,-2.3474,CLOSE,182.54,5
0x0000000000000000000000000000000000000017,BTC,44916.1749,6.4255,BUY,2024-08-29 02:45:00,0.564,OPEN,0.0,6
0x0000000000000000000000000000000000000004,BTC,45782.5481,0.8168,SELL,2024-08-29 11:23:00,0.7437,OPEN,0.0,4
0x0000000000000000000000000000000000000025,ARB,1.207,1.6857,BUY,2024-08-30 07:26:00,1.2928,OPEN,0.0,6
0x0000000000000000000000000000000000000022,SOL,100.3152,7.151,SELL,2024-08-30 23:29:00,3.7599,CLOSE,-495.57,2
0x0000000000000000000000000000000000000021,ARB,1.2352,0.2089,BUY,2024-08-30 04:41:00,-4.214,OPEN,0.0,9
0x0000000000000000000000000000000000000026,ARB,1.1721,2.9269,SELL,2024-08-30 09:48:00,-2.9811,LIQUIDATION,-353.38,6
0x0000000000000000000000000000000000000008,BTC,44088.1042,15.0515,SELL,2024-08-30 01:31:00,2.188,CLOSE,404.68,8
0x0000000000000000000000000000000000000017,ETH,2382.9476,6.4384,SELL,2024-08-30 01:45:00,0.764,OPEN,0.0,3
0x000000000000000000000000000000000000001a,SOL,100.0604,3.4871,SELL,2024-08-30 22:21:00,-3.3363,OPEN,0.0,3
0x0000000000000000000000000000000000000024,DOGE,0.0822,9.0566,SELL,2024-08-30 02:22:00,3.3225,CLOSE,251.74,2
0x0000000000000000000000000000000000000006,DOGE,0.0803,1.7652,SELL,2024-08-30 11:07:00,-1.2471,CLOSE,-284.96,4
0x0000000000000000000000000000000000000001,DOGE,0.0812,0.9365,BUY,2024-08-30 22:23:00,2.4029,OPEN,0.0,3
0x0000000000000000000000000000000000000013,DOGE,0.0803,3.2046,SELL,2024-08-30 23:24:00,0.4209,OPEN,0.0,3
0x0000000000000000000000000000000000000028,BTC,44481.2772,10.106,SELL,2024-08-30 12:37:00,-2.6507,OPEN,0.0,5
0x0000000000000000000000000000000000000012,DOGE,0.0809,1.9613,BUY,2024-08-30 16:45:00,-0.0865,OPEN,0.0,6
0x0000000000000000000000000000000000000007,ETH,2408.1334,4.1057,BUY,2024-08-30 07:30:00,-1.1231,OPEN,0.0,4
0x0000000000000000000000000000000000000027,SOL,99.6608,0.1995,SELL,2024-08-30 09:48:00,1.7534,CLOSE,12.38,4
0x000000000000000000000000000000000000001e,DOGE,0.0815,2.1099,BUY,2024-08-30 09:33:00,3.1637,CLOSE,174.98,6
0x000000000000000000000000000000000000000d,ETH,2476.7968,0.4518,BUY,2024-08-30 06:39:00,-2.488,OPEN,0.0,4
0x0000000000000000000000000000000000000016,SOL,102.0661,7.5824,BUY,2024-08-30 01:58:00,2.8292,CLOSE,-37.41,8
0x0000000000000000000000000000000000000024,ARB,1.2027,1.6184,BUY,2024-08-30 03:52:00,1.044,OPEN,0.0,5
0x0000000000000000000000000000000000000008,SOL,106.7493,1.844,BUY,2024-08-30 17:21:00,-2.2614,CLOSE,20.89,8
0x000000000000000000000000000000000000001f,DOGE,0.0807,0.9854,SELL,2024-08-31 19:04:00,-1.3177,OPEN,0.0,5
0x0000000000000000000000000000000000000023,BTC,43340.0838,0.7131,BUY,2024-08-31 14:51:00,0.3417,LIQUIDATION,-49.41,6
0x0000000000000000000000000000000000000024,SOL,100.5906,1.3065,BUY,2024-08-31 17:25:00,-2.9564,OPEN,0.0,5
0x0000000000000000000000000000000000000023,ARB,1.2049,0.5304,BUY,2024-08-31 18:49:00,-0.3973,OPEN,0.0,4
0x0000000000000000000000000000000000000018,ETH,2466.5171,1.197,BUY,2024-08-31 08:50:00,-0.0143,OPEN,0.0,4
0x0000000000000000000000000000000000000012,ETH,2452.7497,0.3003,BUY,2024-08-31 18:12:00,3.3138,CLOSE,-18.32,6
0x0000000000000000000000000000000000000009,SOL,98.8092,4.2065,BUY,2024-08-31 10:46:00,-2.4417,LIQUIDATION,-383.66,7
0x0000000000000000000000000000000000000006,ARB,1.2092,0.4196,SELL,2024-08-31 10:39:00,2.5694,CLOSE,-0.97,3
0x0000000000000000000000000000000000000010,ARB,1.1759,0.3003,SELL,2024-08-31 08:12:00,-1.5352,OPEN,0.0,6
0x000000000000000000000000000000000000000f,SOL,99.3114,0.9479,BUY,2024-08-31 13:04:00,1.4646,OPEN,0.0,10
0x000000000000000000000000000000000000001d,ARB,1.1646,0.9249,SELL,2024-08-31 11:58:00,-0.3025,LIQUIDATION,-122.55,3
0x0000000000000000000000000000000000000026,ARB,1.1882,0.7187,SELL,2024-08-31 01:03:00,1.0922,CLOSE,59.32,2
0x000000000000000000000000000000000000000b,BTC,44026.2373,0.9066,SELL,2024-08-31 13:19:00,3.9636,OPEN,0.0,5
0x0000000000000000000000000000000000000014,ARB,1.1839,0.3481,BUY,2024-08-31 08:43:00,3.3512,CLOSE,-18.57,6
0x000000000000000000000000000000000000000b,SOL,100.927,9.4386,BUY,2024-08-31 20:28:00,1.8928,LIQUIDATION,-514.94,6
0x000000000000000000000000000000000000001e,ETH,2395.9519,1.7705,BUY,2024-08-31 15:23:00,4.6174,OPEN,0.0,5
0x0000000000000000000000000000000000000014,SOL,101.8934,2.9423,SELL,2024-08-31 09:57:00,-2.2068,LIQUIDATION,-438.12,5
0x000000000000000000000000000000000000001b,SOL,97.9883,2.6312,BUY,2024-09-01 07:12:00,0.3191,OPEN,0.0,5
0x0000000000000000000000000000000000000016,BTC,46177.3157,0.8569,SELL,2024-09-01 08:05:00,-1.3125,LIQUIDATION,-98.92,5
0x0000000000000000000000000000000000000026,DOGE,0.0789,1.2558,SELL,2024-09-01 21:56:00,1.8138,OPEN,0.0,5
